user_id,session_id,date_activity,event_name,is_retained_day30
U-2007,ses_e9fcf0,2026-03-03,play_song,0
U-2007,ses_e9fcf0,2026-03-03,play_song,0
U-2007,ses_e9fcf0,2026-03-03,open_app,0
U-2007,ses_e9fcf0,2026-03-03,play_song,0
U-2008,ses_a8f768,2026-03-01,play_song,1
U-2008,ses_a8f768,2026-03-01,play_song,1
U-2008,ses_a8f768,2026-03-01,search_music,1
U-2008,ses_a8f768,2026-03-01,play_song,1
U-2008,ses_a8f768,2026-03-01,create_playlist,1
U-2008,ses_a8f768,2026-03-01,create_playlist,1
U-2008,ses_a8f768,2026-03-01,create_playlist,1
U-2008,ses_a13601,2026-03-03,add_to_favorites,1
U-2008,ses_a13601,2026-03-03,share_song,1
U-2008,ses_a13601,2026-03-03,play_song,1
U-2008,ses_a13601,2026-03-03,create_playlist,1
U-2008,ses_a13601,2026-03-03,add_to_favorites,1
U-2008,ses_a13601,2026-03-03,play_song,1
U-2008,ses_7f0363,2026-03-06,play_song,1
U-2008,ses_7f0363,2026-03-06,play_song,1
U-2008,ses_7f0363,2026-03-06,create_playlist,1
U-2008,ses_7f0363,2026-03-06,open_app,1
U-2008,ses_7f0363,2026-03-06,play_song,1
U-2008,ses_7f0363,2026-03-06,play_song,1
U-2008,ses_7f0363,2026-03-06,open_app,1
U-2008,ses_7f0363,2026-03-06,open_app,1
U-2008,ses_7f0363,2026-03-06,search_music,1
U-2008,ses_5f03fc,2026-03-07,add_to_favorites,1
U-2008,ses_5f03fc,2026-03-07,search_music,1
U-2008,ses_5f03fc,2026-03-07,play_song,1
U-2008,ses_5f03fc,2026-03-07,search_music,1
U-2008,ses_5f03fc,2026-03-07,create_playlist,1
U-2008,ses_5f03fc,2026-03-07,add_to_favorites,1
U-2008,ses_5f03fc,2026-03-07,play_song,1
U-2008,ses_a782bc,2026-03-08,search_music,1
U-2008,ses_a782bc,2026-03-08,search_music,1
U-2008,ses_a782bc,2026-03-08,add_to_favorites,1
U-2008,ses_64ef96,2026-03-09,create_playlist,1
U-2008,ses_64ef96,2026-03-09,create_playlist,1
U-2008,ses_64ef96,2026-03-09,play_song,1
U-2008,ses_b480f7,2026-03-10,play_song,1
U-2008,ses_b480f7,2026-03-10,search_music,1
U-2008,ses_b480f7,2026-03-10,play_song,1
U-2008,ses_b480f7,2026-03-10,add_to_favorites,1
U-2008,ses_b480f7,2026-03-10,create_playlist,1
U-2008,ses_b480f7,2026-03-10,share_song,1
U-2008,ses_b480f7,2026-03-10,add_to_favorites,1
U-2008,ses_b480f7,2026-03-10,create_playlist,1
U-2008,ses_b480f7,2026-03-10,search_music,1
U-2008,ses_b480f7,2026-03-10,open_app,1
U-2008,ses_6470e0,2026-03-11,search_music,1
U-2008,ses_6470e0,2026-03-11,play_song,1
U-2008,ses_6470e0,2026-03-11,play_song,1
U-2008,ses_6470e0,2026-03-11,play_song,1
U-2008,ses_6470e0,2026-03-11,open_app,1
U-2008,ses_6470e0,2026-03-11,play_song,1
U-2008,ses_6470e0,2026-03-11,add_to_favorites,1
U-2008,ses_6470e0,2026-03-11,create_playlist,1
U-2008,ses_6470e0,2026-03-11,play_song,1
U-2008,ses_d1edd2,2026-03-12,search_music,1
U-2008,ses_d1edd2,2026-03-12,play_song,1
U-2008,ses_d1edd2,2026-03-12,play_song,1
U-2008,ses_d1edd2,2026-03-12,search_music,1
U-2008,ses_d1edd2,2026-03-12,search_music,1
U-2008,ses_d1edd2,2026-03-12,share_song,1
U-2008,ses_d1edd2,2026-03-12,search_music,1
U-2008,ses_d1edd2,2026-03-12,play_song,1
U-2008,ses_d1edd2,2026-03-12,play_song,1
U-2008,ses_200b04,2026-03-16,search_music,1
U-2008,ses_200b04,2026-03-16,open_app,1
U-2008,ses_200b04,2026-03-16,play_song,1
U-2008,ses_19b7c1,2026-03-17,search_music,1
U-2008,ses_19b7c1,2026-03-17,create_playlist,1
U-2008,ses_19b7c1,2026-03-17,open_app,1
U-2008,ses_19b7c1,2026-03-17,search_music,1
U-2008,ses_19b7c1,2026-03-17,search_music,1
U-2008,ses_19b7c1,2026-03-17,add_to_favorites,1
U-2008,ses_19b7c1,2026-03-17,create_playlist,1
U-2008,ses_19b7c1,2026-03-17,add_to_favorites,1
U-2008,ses_19b7c1,2026-03-17,play_song,1
U-2008,ses_19b7c1,2026-03-17,share_song,1
U-2008,ses_8b13c0,2026-03-18,play_song,1
U-2008,ses_8b13c0,2026-03-18,create_playlist,1
U-2008,ses_8b13c0,2026-03-18,search_music,1
U-2008,ses_8b13c0,2026-03-18,play_song,1
U-2008,ses_8b13c0,2026-03-18,add_to_favorites,1
U-2008,ses_8b13c0,2026-03-18,play_song,1
U-2008,ses_fabba5,2026-03-19,open_app,1
U-2008,ses_fabba5,2026-03-19,play_song,1
U-2008,ses_fabba5,2026-03-19,play_song,1
U-2008,ses_fabba5,2026-03-19,play_song,1
U-2008,ses_7112d7,2026-03-20,add_to_favorites,1
U-2008,ses_7112d7,2026-03-20,create_playlist,1
U-2008,ses_7112d7,2026-03-20,play_song,1
U-2008,ses_7112d7,2026-03-20,search_music,1
U-2008,ses_7112d7,2026-03-20,play_song,1
U-2008,ses_7112d7,2026-03-20,play_song,1
U-2008,ses_7112d7,2026-03-20,search_music,1
U-2008,ses_7112d7,2026-03-20,play_song,1
U-2008,ses_7112d7,2026-03-20,open_app,1
U-2008,ses_d6c6df,2026-03-24,search_music,1
U-2008,ses_d6c6df,2026-03-24,add_to_favorites,1
U-2008,ses_d6c6df,2026-03-24,add_to_favorites,1
U-2008,ses_d6c6df,2026-03-24,create_playlist,1
U-2008,ses_d6c6df,2026-03-24,share_song,1
U-2008,ses_d6c6df,2026-03-24,play_song,1
U-2008,ses_d6c6df,2026-03-24,create_playlist,1
U-2008,ses_d6c6df,2026-03-24,share_song,1
U-2008,ses_d6c6df,2026-03-24,play_song,1
U-2008,ses_a283c6,2026-03-25,play_song,1
U-2008,ses_a283c6,2026-03-25,create_playlist,1
U-2008,ses_a283c6,2026-03-25,search_music,1
U-2008,ses_a283c6,2026-03-25,create_playlist,1
U-2008,ses_a283c6,2026-03-25,create_playlist,1
U-2008,ses_a283c6,2026-03-25,play_song,1
U-2008,ses_a283c6,2026-03-25,add_to_favorites,1
U-2008,ses_a283c6,2026-03-25,add_to_favorites,1
U-2008,ses_a283c6,2026-03-25,open_app,1
U-2008,ses_e72c2a,2026-03-26,add_to_favorites,1
U-2008,ses_e72c2a,2026-03-26,search_music,1
U-2008,ses_e72c2a,2026-03-26,open_app,1
U-2008,ses_e72c2a,2026-03-26,add_to_favorites,1
U-2008,ses_e72c2a,2026-03-26,add_to_favorites,1
U-2008,ses_699ea1,2026-03-27,play_song,1
U-2008,ses_699ea1,2026-03-27,share_song,1
U-2008,ses_699ea1,2026-03-27,create_playlist,1
U-2008,ses_699ea1,2026-03-27,create_playlist,1
U-2008,ses_699ea1,2026-03-27,play_song,1
U-2008,ses_699ea1,2026-03-27,play_song,1
U-2008,ses_4a316f,2026-03-29,play_song,1
U-2008,ses_4a316f,2026-03-29,play_song,1
U-2008,ses_4a316f,2026-03-29,play_song,1
U-2008,ses_4a316f,2026-03-29,play_song,1
U-2008,ses_4a316f,2026-03-29,play_song,1
U-2008,ses_4a316f,2026-03-29,open_app,1
U-2008,ses_4a316f,2026-03-29,add_to_favorites,1
U-2008,ses_4a316f,2026-03-29,create_playlist,1
U-2008,ses_4a316f,2026-03-29,play_song,1
U-2009,ses_d986ad,2026-03-01,search_music,0
U-2009,ses_d986ad,2026-03-01,play_song,0
U-2009,ses_d986ad,2026-03-01,open_app,0
U-2009,ses_d986ad,2026-03-01,search_music,0
U-2009,ses_d986ad,2026-03-01,open_app,0
U-2009,ses_d986ad,2026-03-01,search_music,0
U-2010,ses_b70ed5,2026-03-01,create_playlist,1
U-2010,ses_b70ed5,2026-03-01,play_song,1
U-2010,ses_b70ed5,2026-03-01,search_music,1
U-2010,ses_b70ed5,2026-03-01,play_song,1
U-2010,ses_b70ed5,2026-03-01,play_song,1
U-2010,ses_b70ed5,2026-03-01,play_song,1
U-2010,ses_b70ed5,2026-03-01,play_song,1
U-2010,ses_b70ed5,2026-03-01,search_music,1
U-2010,ses_b70ed5,2026-03-01,add_to_favorites,1
U-2010,ses_b70ed5,2026-03-01,play_song,1
U-2010,ses_7c7565,2026-03-02,play_song,1
U-2010,ses_7c7565,2026-03-02,search_music,1
U-2010,ses_7c7565,2026-03-02,play_song,1
U-2010,ses_7c7565,2026-03-02,add_to_favorites,1
U-2010,ses_7c7565,2026-03-02,play_song,1
U-2010,ses_7c7565,2026-03-02,play_song,1
U-2010,ses_7c7565,2026-03-02,create_playlist,1
U-2010,ses_7c7565,2026-03-02,search_music,1
U-2010,ses_7c7565,2026-03-02,create_playlist,1
U-2010,ses_53245b,2026-03-03,play_song,1
U-2010,ses_53245b,2026-03-03,play_song,1
U-2010,ses_53245b,2026-03-03,add_to_favorites,1
U-2010,ses_53245b,2026-03-03,play_song,1
U-2010,ses_53245b,2026-03-03,share_song,1
U-2010,ses_53245b,2026-03-03,play_song,1
U-2010,ses_53245b,2026-03-03,open_app,1
U-2010,ses_53245b,2026-03-03,add_to_favorites,1
U-2010,ses_53245b,2026-03-03,create_playlist,1
U-2010,ses_53245b,2026-03-03,search_music,1
U-2010,ses_536f60,2026-03-04,play_song,1
U-2010,ses_536f60,2026-03-04,create_playlist,1
U-2010,ses_536f60,2026-03-04,play_song,1
U-2010,ses_536f60,2026-03-04,add_to_favorites,1
U-2010,ses_536f60,2026-03-04,create_playlist,1
U-2010,ses_536f60,2026-03-04,search_music,1
U-2010,ses_536f60,2026-03-04,add_to_favorites,1
U-2010,ses_536f60,2026-03-04,create_playlist,1
U-2010,ses_021c65,2026-03-06,open_app,1
U-2010,ses_021c65,2026-03-06,add_to_favorites,1
U-2010,ses_021c65,2026-03-06,open_app,1
U-2010,ses_71d16a,2026-03-08,play_song,1
U-2010,ses_71d16a,2026-03-08,play_song,1
U-2010,ses_71d16a,2026-03-08,play_song,1
U-2010,ses_71d16a,2026-03-08,create_playlist,1
U-2010,ses_71d16a,2026-03-08,create_playlist,1
U-2010,ses_71d16a,2026-03-08,search_music,1
U-2010,ses_71d16a,2026-03-08,add_to_favorites,1
U-2010,ses_4a3cef,2026-03-10,play_song,1
U-2010,ses_4a3cef,2026-03-10,share_song,1
U-2010,ses_4a3cef,2026-03-10,play_song,1
U-2010,ses_4a3cef,2026-03-10,share_song,1
U-2010,ses_4a3cef,2026-03-10,search_music,1
U-2010,ses_4a3cef,2026-03-10,play_song,1
U-2010,ses_4a3cef,2026-03-10,create_playlist,1
U-2010,ses_4a3cef,2026-03-10,play_song,1
U-2010,ses_e55dc3,2026-03-11,play_song,1
U-2010,ses_e55dc3,2026-03-11,create_playlist,1
U-2010,ses_e55dc3,2026-03-11,play_song,1
U-2010,ses_e55dc3,2026-03-11,open_app,1
U-2010,ses_e55dc3,2026-03-11,create_playlist,1
U-2010,ses_e55dc3,2026-03-11,search_music,1
U-2010,ses_e55dc3,2026-03-11,play_song,1
U-2010,ses_e55dc3,2026-03-11,search_music,1
U-2010,ses_e55dc3,2026-03-11,open_app,1
U-2010,ses_e55dc3,2026-03-11,create_playlist,1
U-2010,ses_b5f1b6,2026-03-12,search_music,1
U-2010,ses_b5f1b6,2026-03-12,create_playlist,1
U-2010,ses_b5f1b6,2026-03-12,search_music,1
U-2010,ses_b5f1b6,2026-03-12,add_to_favorites,1
U-2011,ses_c1b8b4,2026-03-01,search_music,0
U-2011,ses_c1b8b4,2026-03-01,play_song,0
U-2011,ses_c1b8b4,2026-03-01,play_song,0
U-2011,ses_c1b8b4,2026-03-01,play_song,0
U-2011,ses_c1b8b4,2026-03-01,play_song,0
U-2011,ses_c1b8b4,2026-03-01,search_music,0
U-2011,ses_c1b8b4,2026-03-01,search_music,0
U-2011,ses_c76693,2026-03-02,create_playlist,0
U-2011,ses_c76693,2026-03-02,play_song,0
U-2011,ses_c76693,2026-03-02,play_song,0
U-2011,ses_c76693,2026-03-02,open_app,0
U-2011,ses_c76693,2026-03-02,play_song,0
U-2012,ses_2a9712,2026-03-01,open_app,0
U-2012,ses_2a9712,2026-03-01,search_music,0
U-2012,ses_2a9712,2026-03-01,add_to_favorites,0
U-2012,ses_2a9712,2026-03-01,play_song,0
U-2012,ses_2a9712,2026-03-01,play_song,0
U-2012,ses_2a9712,2026-03-01,play_song,0
U-2012,ses_2a9712,2026-03-01,play_song,0
U-2012,ses_2a9712,2026-03-01,play_song,0
U-2012,ses_2a9712,2026-03-01,add_to_favorites,0
U-2012,ses_ddc630,2026-03-04,play_song,0
U-2012,ses_ddc630,2026-03-04,play_song,0
U-2012,ses_ddc630,2026-03-04,open_app,0
U-2012,ses_ddc630,2026-03-04,play_song,0
U-2012,ses_ddc630,2026-03-04,search_music,0
U-2014,ses_642d19,2026-03-01,search_music,0
U-2014,ses_642d19,2026-03-01,play_song,0
U-2014,ses_642d19,2026-03-01,open_app,0
U-2014,ses_642d19,2026-03-01,play_song,0
U-2014,ses_642d19,2026-03-01,open_app,0
U-2014,ses_642d19,2026-03-01,play_song,0
U-2014,ses_642d19,2026-03-01,open_app,0
U-2014,ses_642d19,2026-03-01,search_music,0
U-2015,ses_f479e8,2026-03-01,open_app,0
U-2015,ses_f479e8,2026-03-01,open_app,0
U-2015,ses_f479e8,2026-03-01,play_song,0
U-2015,ses_f479e8,2026-03-01,play_song,0
U-2015,ses_f479e8,2026-03-01,open_app,0
U-2015,ses_f479e8,2026-03-01,open_app,0
U-2015,ses_f479e8,2026-03-01,play_song,0
U-2015,ses_c5d1cd,2026-03-02,open_app,0
U-2015,ses_c5d1cd,2026-03-02,play_song,0
U-2015,ses_c5d1cd,2026-03-02,play_song,0
U-2015,ses_c5d1cd,2026-03-02,open_app,0
U-2015,ses_c5d1cd,2026-03-02,search_music,0
U-2016,ses_3e867c,2026-03-03,create_playlist,1
U-2016,ses_3e867c,2026-03-03,search_music,1
U-2016,ses_3e867c,2026-03-03,create_playlist,1
U-2016,ses_3e867c,2026-03-03,search_music,1
U-2016,ses_3e867c,2026-03-03,create_playlist,1
U-2016,ses_3e867c,2026-03-03,search_music,1
U-2016,ses_3e867c,2026-03-03,play_song,1
U-2016,ses_3e867c,2026-03-03,play_song,1
U-2016,ses_3e867c,2026-03-03,search_music,1
U-2016,ses_07d118,2026-03-07,search_music,1
U-2016,ses_07d118,2026-03-07,create_playlist,1
U-2016,ses_07d118,2026-03-07,play_song,1
U-2016,ses_07d118,2026-03-07,add_to_favorites,1
U-2016,ses_07d118,2026-03-07,play_song,1
U-2016,ses_cd47c1,2026-03-08,play_song,1
U-2016,ses_cd47c1,2026-03-08,open_app,1
U-2016,ses_cd47c1,2026-03-08,add_to_favorites,1
U-2016,ses_cd47c1,2026-03-08,add_to_favorites,1
U-2016,ses_cd47c1,2026-03-08,play_song,1
U-2016,ses_cd47c1,2026-03-08,create_playlist,1
U-2016,ses_cd47c1,2026-03-08,play_song,1
U-2016,ses_cd47c1,2026-03-08,play_song,1
U-2016,ses_cd47c1,2026-03-08,play_song,1
U-2016,ses_cd47c1,2026-03-08,play_song,1
U-2016,ses_3f6512,2026-03-09,play_song,1
U-2016,ses_3f6512,2026-03-09,search_music,1
U-2016,ses_3f6512,2026-03-09,play_song,1
U-2016,ses_3f6512,2026-03-09,play_song,1
U-2016,ses_3f6512,2026-03-09,play_song,1
U-2016,ses_3f6512,2026-03-09,add_to_favorites,1
U-2016,ses_9fc3b6,2026-03-10,create_playlist,1
U-2016,ses_9fc3b6,2026-03-10,add_to_favorites,1
U-2016,ses_9fc3b6,2026-03-10,open_app,1
U-2016,ses_9fc3b6,2026-03-10,play_song,1
U-2016,ses_9fc3b6,2026-03-10,add_to_favorites,1
U-2016,ses_9fc3b6,2026-03-10,play_song,1
U-2016,ses_9fc3b6,2026-03-10,create_playlist,1
U-2016,ses_9fc3b6,2026-03-10,add_to_favorites,1
U-2016,ses_b47533,2026-03-11,share_song,1
U-2016,ses_b47533,2026-03-11,add_to_favorites,1
U-2016,ses_b47533,2026-03-11,create_playlist,1
U-2016,ses_b47533,2026-03-11,play_song,1
U-2016,ses_929c43,2026-03-12,create_playlist,1
U-2016,ses_929c43,2026-03-12,play_song,1
U-2016,ses_929c43,2026-03-12,play_song,1
U-2016,ses_929c43,2026-03-12,play_song,1
U-2016,ses_929c43,2026-03-12,play_song,1
U-2016,ses_929c43,2026-03-12,open_app,1
U-2016,ses_929c43,2026-03-12,create_playlist,1
U-2016,ses_929c43,2026-03-12,add_to_favorites,1
U-2016,ses_929c43,2026-03-12,search_music,1
U-2016,ses_929c43,2026-03-12,add_to_favorites,1
U-2016,ses_e79b52,2026-03-15,share_song,1
U-2016,ses_e79b52,2026-03-15,add_to_favorites,1
U-2016,ses_e79b52,2026-03-15,create_playlist,1
U-2016,ses_e79b52,2026-03-15,search_music,1
U-2016,ses_e79b52,2026-03-15,play_song,1
U-2016,ses_e79b52,2026-03-15,play_song,1
U-2016,ses_e79b52,2026-03-15,play_song,1
U-2016,ses_e79b52,2026-03-15,create_playlist,1
U-2016,ses_e79b52,2026-03-15,add_to_favorites,1
U-2017,ses_8de01a,2026-03-01,play_song,0
U-2017,ses_8de01a,2026-03-01,search_music,0
U-2017,ses_8de01a,2026-03-01,play_song,0
U-2017,ses_8de01a,2026-03-01,open_app,0
U-2017,ses_8de01a,2026-03-01,open_app,0
U-2017,ses_230964,2026-03-02,play_song,0
U-2017,ses_230964,2026-03-02,search_music,0
U-2017,ses_230964,2026-03-02,search_music,0
U-2017,ses_230964,2026-03-02,play_song,0
U-2017,ses_230964,2026-03-02,search_music,0
U-2017,ses_230964,2026-03-02,play_song,0
U-2017,ses_230964,2026-03-02,create_playlist,0
U-2017,ses_230964,2026-03-02,add_to_favorites,0
U-2017,ses_230964,2026-03-02,search_music,0
U-2017,ses_230964,2026-03-02,play_song,0
U-2017,ses_1a5911,2026-03-03,play_song,0
U-2017,ses_1a5911,2026-03-03,open_app,0
U-2017,ses_1a5911,2026-03-03,open_app,0
U-2017,ses_1a5911,2026-03-03,search_music,0
U-2017,ses_9a0d4b,2026-03-04,search_music,0
U-2017,ses_9a0d4b,2026-03-04,search_music,0
U-2017,ses_9a0d4b,2026-03-04,search_music,0
U-2017,ses_9a0d4b,2026-03-04,search_music,0
U-2018,ses_ad85ac,2026-03-01,play_song,0
U-2018,ses_ad85ac,2026-03-01,play_song,0
U-2018,ses_ad85ac,2026-03-01,open_app,0
U-2018,ses_ad85ac,2026-03-01,search_music,0
U-2018,ses_ad85ac,2026-03-01,open_app,0
U-2018,ses_ad85ac,2026-03-01,add_to_favorites,0
U-2018,ses_ad85ac,2026-03-01,search_music,0
U-2018,ses_ad85ac,2026-03-01,search_music,0
U-2018,ses_ad85ac,2026-03-01,open_app,0
U-2018,ses_ad85ac,2026-03-01,open_app,0
U-2018,ses_5a58f6,2026-03-02,add_to_favorites,0
U-2018,ses_5a58f6,2026-03-02,search_music,0
U-2018,ses_5a58f6,2026-03-02,open_app,0
U-2018,ses_5a58f6,2026-03-02,play_song,0
U-2018,ses_5a58f6,2026-03-02,search_music,0
U-2019,ses_1857b3,2026-03-02,open_app,0
U-2019,ses_1857b3,2026-03-02,open_app,0
U-2019,ses_1857b3,2026-03-02,play_song,0
U-2020,ses_fc312f,2026-03-01,search_music,0
U-2020,ses_fc312f,2026-03-01,play_song,0
U-2020,ses_fc312f,2026-03-01,search_music,0
U-2020,ses_fc312f,2026-03-01,search_music,0
U-2020,ses_fc312f,2026-03-01,add_to_favorites,0
U-2020,ses_fc312f,2026-03-01,search_music,0
U-2020,ses_fc312f,2026-03-01,play_song,0
U-2020,ses_fc312f,2026-03-01,play_song,0
U-2020,ses_2c96c3,2026-03-03,open_app,0
U-2020,ses_2c96c3,2026-03-03,play_song,0
U-2020,ses_2c96c3,2026-03-03,search_music,0
U-2020,ses_2c96c3,2026-03-03,play_song,0
U-2020,ses_a59e6b,2026-03-04,play_song,0
U-2020,ses_a59e6b,2026-03-04,play_song,0
